b0020_b3762 :1 b0020 b3762 :2 1     b0020           b3762           1uthA/1_0_0     1uthA/1_1_1           15.8       44.1       0.64        180         9%
b1125_b4034 :1 b1125 b4034 :2 1     b1125           b4034           3puwF/0_0_1     3puwF/0_1_0            9.9       27.6       0.40        205        53%
b1140_b4312 :1 b1140 b4312 :2 1     b1140           b4312           1f44A/1_0_2     1f44A/1_0_5            6.6       17.4       0.38        112        10%
b1189_b2146 :1 b1189 b2146 :2 1     b1189           b2146           3c4nA/1_0_0     3c4nA/1_1_1            7.1       17.4       0.52         92        14%
b1221_b1969 :1 b1221 b1969 :2 1     b1221           b1969           1d5wA/0_0_0     1d5wA/0_1_1            7.5       17.3       0.67         85         9%
b1221_b2079 :1 b1221 b2079 :2 1     b1221           b2079           1d5wA/0_0_0     1d5wA/0_1_1            7.4       17.1       0.67         85        12%
b1221_b3025 :1 b1221 b3025 :2 1     b1221           b3025           3cg0A/2_0_0     3cg0A/2_1_1            6.3       14.6       0.55        146        22%
b1221_b3405 :1 b1221 b3405 :2 1     b1221           b3405           1d5wA/0_0_0     1d5wA/0_1_1            7.5       17.3       0.67         85        16%
b1221_b3912 :1 b1221 b3912 :2 1     b1221           b3912           1d5wA/0_0_0     1d5wA/0_1_1            7.4       17.2       0.65         86        13%
b1221_b4113 :1 b1221 b4113 :2 1     b1221           b4113           3q7rA/1_0_0     3q7rA/1_1_1            7.2       19.0       0.39         80         5%
b1221_b4398 :1 b1221 b4398 :2 1     b1221           b4398           1d5wA/0_0_0     1d5wA/0_1_1            7.5       17.3       0.67         85        20%
b1221_b4401 :1 b1221 b4401 :2 1     b1221           b4401           1d5wA/0_0_0     1d5wA/0_1_1            7.4       17.1       0.67         85        12%
b1223_b1690 :1 b1223 b1690 :2 1     b1223           b1690           4apsA/1_0_0     4apsA/1_1_1           10.2       25.9       0.66        150        14%
b1223_b2681 :1 b1223 b2681 :2 1     b1223           b2681           4apsA/1_0_0     4apsA/1_1_1            9.5       24.1       0.63        147        14%
b1223_b3523 :1 b1223 b3523 :2 1     b1223           b3523           4apsA/0_0_0     4apsA/0_1_1           10.0       25.4       0.66        150        14%
b1232_b4211 :1 b1232 b4211 :2 1     b1232           b4211           1cddA/0_0_0     1cddA/0_1_1            8.2       21.9       0.45        102        13%
b1250_b3290 :1 b1250 b3290 :2 1     b1250           b3290           4g65A/0_0_0     4g65A/0_1_1            9.2       22.8       0.66         98        39%
b1261_b4085 :1 b1261 b4085 :2 1     b1261           b4085           1z7yA/2_0_1     1z7yA/2_0_0            5.7       15.8       0.25        194        15%
b1280_b2549 :1 b1280 b2549 :2 1     b1280           b2549           1w3bA/0_0_0     1w3bA/0_1_1            5.7       10.0       0.81         68        29%
b1288_b3605 :1 b1288 b3605 :2 1     b1288           b3605           1bvrA/3_0_0     1bvrA/3_1_1            9.1       25.8       0.33        139        20%
b1290_b2616 :1 b1290 b2616 :2 1     b1290           b2616           1q12A/1_0_0     1q12A/1_1_1            8.4       23.1       0.39        169        24%
b1290_b3974 :1 b1290 b3974 :2 1     b1290           b3974           1l2tA/2_0_2     1l2tA/2_1_1            5.8       14.9       0.37         88        12%
b1301_b2146 :1 b1301 b2146 :2 1     b1301           b2146           3c4nA/1_0_0     3c4nA/1_1_1            7.0       17.1       0.52         93        10%
b1310_b1442 :1 b1310 b1442 :2 1     b1310           b1442           3puwE/1_0_0     3puwE/1_1_1            9.3       25.8       0.40        202        13%
b1311_b3726 :1 b1311 b3726 :2 1     b1311           b3726           3d31C/1_0_2     3d31C/1_1_3            8.7       82.1       0.71        253        18%
b1312_b2128 :1 b1312 b2128 :2 1     b1312           b2128           3puxG/1_0_2     3puxG/1_1_1           32.0       96.1       0.64        243        21%
b1312_b3726 :1 b1312 b3726 :2 1     b1312           b3726           3puxG/1_0_2     3puxG/1_1_1           33.0       98.9       0.68        249        23%
b1313_b2931 :1 b1313 b2931 :2 1     b1313           b2931           1vj0A/1_0_0     1vj0A/1_1_2           13.2       36.1       0.62        170        18%
b1317_b2690 :1 b1317 b2690 :2 1     b1317           b2690           2om6A/1_0_0     2om6A/1_1_1            8.8       22.3       0.59        118        13%
b1317_b3385 :1 b1317 b3385 :2 1     b1317           b3385           4eekA/2_0_1     4eekA/2_0_0           11.7       31.6       0.59        149        24%
b1317_b3715 :1 b1317 b3715 :2 1     b1317           b3715           4eekA/2_0_1     4eekA/2_0_0           11.1       29.7       0.59        146        25%
b1318_b3974 :1 b1318 b3974 :2 1     b1318           b3974           1l2tA/2_0_2     1l2tA/2_1_1            6.0       15.7       0.37         86        15%
b1327_b3353 :1 b1327 b3353 :2 1     b1327           b3353           3hjuA/0_0_0     3hjuA/0_1_1            8.0       18.7       0.70        111        19%
b1345_b4312 :1 b1345 b4312 :2 1     b1345           b4312           2a3vA/1_0_4     2a3vA/1_1_7            5.6       13.6       0.43        160        21%
b1501_b2540 :1 b1501 b2540 :2 1     b1501           b2540           1kqfA/1_0_6     1kqfA/1_1_7            7.8       22.5       0.25        180        13%
b1534_b1690 :1 b1534 b1690 :2 1     b1534           b1690           4apsA/1_0_0     4apsA/1_1_1            9.9       25.2       0.64        146        15%
b1534_b2681 :1 b1534 b2681 :2 1     b1534           b2681           4apsA/1_0_0     4apsA/1_1_1            9.4       23.9       0.63        143        16%
b1534_b3523 :1 b1534 b3523 :2 1     b1534           b3523           4apsA/1_0_0     4apsA/1_1_1            9.5       24.0       0.64        146        15%
b1537_b2249 :1 b1537 b2249 :2 1     b1537           b2249           1zwyB/3_0_1     1zwyB/3_1_0            5.3       14.5       0.25         75         6%
b1539_b3605 :1 b1539 b3605 :2 1     b1539           b3605           1bvrA/3_0_0     1bvrA/3_1_1            9.1       25.7       0.33        138        13%
b1579_b4312 :1 b1579 b4312 :2 1     b1579           b4312           2a3vA/1_0_4     2a3vA/1_1_7            5.6       13.5       0.43        160        20%
b1580_b2931 :1 b1580 b2931 :2 1     b1580           b2931           1nvgA/1_0_3     1nvgA/1_0_2           15.3       43.1       0.59        173        19%
b1588_b2540 :1 b1588 b2540 :2 1     b1588           b2540           1g8kA/1_0_0     1g8kA/1_1_1            7.6       19.3       0.50        147        18%
b1596_b1690 :1 b1596 b1690 :2 1     b1596           b1690           4apsA/1_0_0     4apsA/1_1_1           10.4       26.6       0.66        150        20%
b1596_b2681 :1 b1596 b2681 :2 1     b1596           b2681           4apsA/1_0_0     4apsA/1_1_1            9.6       24.5       0.63        147        21%
b1596_b3523 :1 b1596 b3523 :2 1     b1596           b3523           4apsA/0_0_0     4apsA/0_1_1           10.0       25.4       0.66        150        20%
b1618_b3264 :1 b1618 b3264 :2 1     b1618           b3264           3br2A/0_0_2     3br2A/0_1_0           14.4       39.6       0.63        168        12%
b1621_b2386 :1 b1621 b2386 :2 1     b1621           b2386           3qnqA/1_0_0     3qnqA/1_1_1           24.3       69.2       0.86        258        15%
b1622_b3791 :1 b1622 b3791 :2 1     b1622           b3791           4gdyA/1_0_0     4gdyA/1_1_1           15.4       43.4       0.57        196        13%
b1634_b1690 :1 b1634 b1690 :2 1     b1634           b1690           4apsA/1_0_0     4apsA/1_1_1           10.6       27.4       0.66        151        11%
b1634_b2681 :1 b1634 b2681 :2 1     b1634           b2681           4apsA/1_0_0     4apsA/1_1_1           10.1       26.0       0.63        148        12%
b1634_b3523 :1 b1634 b3523 :2 1     b1634           b3523           4apsA/1_0_0     4apsA/1_1_1           10.5       26.9       0.66        151        11%
b1649_b3264 :1 b1649 b3264 :2 1     b1649           b3264           2i10A/1_0_0     2i10A/1_1_1           16.1       45.1       0.65        173         9%
b1657_b1690 :1 b1657 b1690 :2 1     b1657           b1690           4apsA/1_0_0     4apsA/1_1_1           10.5       27.1       0.66        150        18%
b1657_b2681 :1 b1657 b2681 :2 1     b1657           b2681           4apsA/1_0_0     4apsA/1_1_1            9.7       24.8       0.63        147        19%
b1657_b3523 :1 b1657 b3523 :2 1     b1657           b3523           4apsA/0_0_0     4apsA/0_1_1           10.1       25.6       0.66        150        18%
b1660_b1690 :1 b1660 b1690 :2 1     b1660           b1690           4apsA/1_0_0     4apsA/1_1_1            7.9       20.7       0.45        132        14%
b1660_b2681 :1 b1660 b2681 :2 1     b1660           b2681           4apsA/1_0_0     4apsA/1_1_1            7.2       18.5       0.45        129        15%
b1660_b3523 :1 b1660 b3523 :2 1     b1660           b3523           4apsA/1_0_0     4apsA/1_1_1            7.5       19.6       0.45        132        14%
b1670_b1671 :1 b1670 b1671 :2 1     b1670           b1671           1kqgC/1_0_8     1kqgC/1_1_7            5.7       14.8       0.36        147        23%
b1670_b2996 :1 b1670 b2996 :2 1     b1670           b2996           1kqgC/1_0_8     1kqgC/1_1_7            7.9       19.5       0.58        158        22%
b1670_b3892 :1 b1670 b3892 :2 1     b1670           b3892           1ntzC/1_0_11    1ntzC/1_0_2            6.3       16.1       0.40        100        16%
b1670_b3893 :1 b1670 b3893 :2 1     b1670           b3893           1kqgC/1_0_8     1kqgC/1_1_7           16.1       42.3       0.91        199        45%
b1670_b4072 :1 b1670 b4072 :2 1     b1670           b4072           1kqgC/1_0_8     1kqgC/1_1_7            5.8       15.0       0.36        146        22%
b1676_b2245 :1 b1676 b2245 :2 1     b1676           b2245           1e0uA/1_0_0     1e0uA/1_1_1            8.8       24.2       0.40        129        62%
b1690_b1691 :1 b1690 b1691 :2 1     b1690           b1691           4apsA/1_0_0     4apsA/1_1_1            9.4       23.9       0.63        144        15%
b1690_b1769 :1 b1690 b1769 :2 1     b1690           b1769           4apsA/0_0_0     4apsA/0_1_1            9.9       25.0       0.66        149        12%
b1690_b1775 :1 b1690 b1775 :2 1     b1690           b1775           4apsA/0_0_0     4apsA/0_1_1            9.8       24.7       0.66        149        14%
b1690_b1791 :1 b1690 b1791 :2 1     b1690           b1791           4apsA/0_0_0     4apsA/0_1_1           10.4       26.7       0.66        150        14%
b1690_b1828 :1 b1690 b1828 :2 1     b1690           b1828           4apsA/0_0_0     4apsA/0_1_1           10.2       26.1       0.66        150        16%
b1690_b1981 :1 b1690 b1981 :2 1     b1690           b1981           4apsA/0_0_0     4apsA/0_1_1            9.9       25.1       0.66        148        12%
b1690_b2077 :1 b1690 b2077 :2 1     b1690           b2077           4apsA/0_0_0     4apsA/0_1_1           10.4       26.7       0.66        152        11%
b1690_b2098 :1 b1690 b2098 :2 1     b1690           b2098           4apsA/0_0_0     4apsA/0_1_1           10.2       26.2       0.66        150        12%
b1690_b2170 :1 b1690 b2170 :2 1     b1690           b2170           4apsA/0_0_0     4apsA/0_1_1            9.8       24.8       0.66        150        16%
b1690_b2240 :1 b1690 b2240 :2 1     b1690           b2240           4apsA/0_0_0     4apsA/0_1_1           10.5       27.0       0.66        154        12%
b1690_b2246 :1 b1690 b2246 :2 1     b1690           b2246           4apsA/0_0_0     4apsA/0_1_1           10.3       26.3       0.66        150        14%
b1690_b2322 :1 b1690 b2322 :2 1     b1690           b2322           4apsA/0_0_0     4apsA/0_1_1            9.7       24.3       0.66        147        13%
b1690_b2367 :1 b1690 b2367 :2 1     b1690           b2367           4apsA/0_0_0     4apsA/0_1_1           10.3       26.2       0.66        150        12%
b1690_b2406 :1 b1690 b2406 :2 1     b1690           b2406           4apsA/0_0_0     4apsA/0_1_1           10.2       26.1       0.66        151        15%
b1690_b2587 :1 b1690 b2587 :2 1     b1690           b2587           4apsA/0_0_0     4apsA/0_1_1            9.8       24.8       0.66        149        10%
b1690_b2681 :1 b1690 b2681 :2 1     b1690           b2681           4apsA/1_0_0     4apsA/1_1_1            9.6       24.3       0.63        145        15%
b1690_b2686 :1 b1690 b2686 :2 1     b1690           b2686           4apsA/0_0_0     4apsA/0_1_1           10.2       25.9       0.66        150        14%
b1690_b2771 :1 b1690 b2771 :2 1     b1690           b2771           4apsA/0_0_0     4apsA/0_1_1           10.3       26.4       0.66        150        14%
b1690_b2775 :1 b1690 b2775 :2 1     b1690           b2775           4apsA/0_0_0     4apsA/0_1_1           10.1       25.7       0.66        149        12%
b1690_b2789 :1 b1690 b2789 :2 1     b1690           b2789           4apsA/0_0_0     4apsA/0_1_1           10.2       26.2       0.66        150        14%
b1690_b2964 :1 b1690 b2964 :2 1     b1690           b2964           4apsA/0_0_0     4apsA/0_1_1           10.2       26.1       0.66        150        14%
b1690_b3093 :1 b1690 b3093 :2 1     b1690           b3093           4apsA/0_0_0     4apsA/0_1_1           10.6       27.5       0.66        152        15%
b1690_b3127 :1 b1690 b3127 :2 1     b1690           b3127           4apsA/0_0_0     4apsA/0_1_1           10.2       26.1       0.66        150        13%
b1690_b3364 :1 b1690 b3364 :2 1     b1690           b3364           4apsA/0_0_0     4apsA/0_1_1           10.1       25.6       0.66        151        12%
b1690_b3473 :1 b1690 b3473 :2 1     b1690           b3473           4apsA/0_0_0     4apsA/0_1_1           10.2       26.1       0.66        151        15%
b1690_b3496 :1 b1690 b3496 :2 1     b1690           b3496           4apsA/0_0_0     4apsA/0_1_1           10.4       26.7       0.66        152         9%
b1690_b3523 :1 b1690 b3523 :2 1     b1690           b3523           4apsA/0_0_0     4apsA/0_1_1            9.9       25.0       0.66        148        14%
b1690_b3547 :1 b1690 b3547 :2 1     b1690           b3547           4apsA/0_0_0     4apsA/0_1_1           10.2       26.0       0.66        148        12%
b1690_b3659 :1 b1690 b3659 :2 1     b1690           b3659           4apsA/0_0_0     4apsA/0_1_1            9.6       24.2       0.66        150        17%
b1690_b3662 :1 b1690 b3662 :2 1     b1690           b3662           4apsA/0_0_0     4apsA/0_1_1           10.4       26.7       0.66        149        14%
b1690_b3666 :1 b1690 b3666 :2 1     b1690           b3666           4apsA/0_0_0     4apsA/0_1_1            9.8       24.7       0.66        148        12%
b1690_b3667 :1 b1690 b3667 :2 1     b1690           b3667           4apsA/1_0_0     4apsA/1_1_1            9.5       24.0       0.64        146        12%
b1690_b3691 :1 b1690 b3691 :2 1     b1690           b3691           4apsA/0_0_0     4apsA/0_1_1           10.2       26.0       0.66        150        18%
b1690_b3754 :1 b1690 b3754 :2 1     b1690           b3754           4apsA/0_0_0     4apsA/0_1_1           10.4       26.7       0.66        152        12%
b1690_b3874 :1 b1690 b3874 :2 1     b1690           b3874           4apsA/0_0_0     4apsA/0_1_1           10.5       27.0       0.66        154        13%
b1690_b4332 :1 b1690 b4332 :2 1     b1690           b4332           4apsA/0_0_0     4apsA/0_1_1           10.3       26.4       0.66        149        13%
b1690_b4337 :1 b1690 b4337 :2 1     b1690           b4337           4apsA/1_0_0     4apsA/1_1_1            9.7       24.7       0.62        144        11%
b1690_b4356 :1 b1690 b4356 :2 1     b1690           b4356           4apsA/0_0_0     4apsA/0_1_1           10.3       26.3       0.66        150        14%
b1691_b2681 :1 b1691 b2681 :2 1     b1691           b2681           4apsA/1_0_0     4apsA/1_1_1            9.3       23.4       0.63        141        17%
b1691_b3523 :1 b1691 b3523 :2 1     b1691           b3523           4apsA/1_0_0     4apsA/1_1_1            9.4       23.9       0.63        144        16%
b1691_b4130 :1 b1691 b4130 :2 1     b1691           b4130           4apsA/1_0_0     4apsA/1_1_1            7.4       19.4       0.44        130        17%
b1694_b1770 :1 b1694 b1770 :2 1     b1694           b1770           3cdkA/1_0_0     3cdkA/1_1_3           10.0       24.3       0.78        106        22%
b1694_b2087 :1 b1694 b2087 :2 1     b1694           b2087           3cdkA/1_0_0     3cdkA/1_1_3            9.7       23.3       0.78        101        22%
b1694_b2707 :1 b1694 b2707 :2 1     b1694           b2707           3cdkA/1_0_0     3cdkA/1_1_3           10.0       24.2       0.78        106        22%
b1694_b3884 :1 b1694 b3884 :2 1     b1694           b3884           3cdkA/1_0_0     3cdkA/1_1_3           10.3       25.1       0.78        106        22%
b1694_b4191 :1 b1694 b4191 :2 1     b1694           b4191           3cdkA/1_0_0     3cdkA/1_1_3            9.9       24.0       0.78        105        22%
b1694_b4300 :1 b1694 b4300 :2 1     b1694           b4300           3cdkA/1_0_0     3cdkA/1_1_3           10.3       25.1       0.78        106        22%
b1727_b2293 :1 b1727 b2293 :2 1     b1727           b2293           1te2A/1_0_0     1te2A/1_1_1            8.8       20.7       0.74        121        59%
b1727_b4374 :1 b1727 b4374 :2 1     b1727           b4374           1te2A/1_0_0     1te2A/1_1_1            7.8       19.7       0.53        118        54%
b1737_b2386 :1 b1737 b2386 :2 1     b1737           b2386           3qnqA/1_0_0     3qnqA/1_1_1           25.2       72.1       0.86        260        26%
b1769_b2681 :1 b1769 b2681 :2 1     b1769           b2681           4apsA/1_0_0     4apsA/1_1_1            9.5       24.0       0.63        146        15%
b1769_b3523 :1 b1769 b3523 :2 1     b1769           b3523           4apsA/0_0_0     4apsA/0_1_1            9.8       24.8       0.66        149        14%
b1770_b2087 :1 b1770 b2087 :2 1     b1770           b2087           3dlxA/1_0_0     3dlxA/1_1_1            5.9       16.1       0.29        101        12%
b1770_b2221 :1 b1770 b2221 :2 1     b1770           b2221           3cdkB/1_0_1     3cdkB/1_1_0           14.9       39.6       0.82        179        30%
b1770_b2222 :1 b1770 b2222 :2 1     b1770           b2222           3rrlB/1_0_1     3rrlB/1_1_0            9.8       27.2       0.40        139        10%
b1770_b2707 :1 b1770 b2707 :2 1     b1770           b2707           3bxeA/0_0_0     3bxeA/0_1_1            5.0       12.4       0.37         59        10%
b1770_b2805 :1 b1770 b2805 :2 1     b1770           b2805           1poiB/1_0_5     1poiB/1_1_6            5.4       12.3       0.49         91         5%
b1770_b2920 :1 b1770 b2920 :2 1     b1770           b2920           1ooyA/2_0_0     1ooyA/2_1_1            8.1       22.7       0.34        152         9%
b1770_b3131 :1 b1770 b3131 :2 1     b1770           b3131           3qdqA/2_0_1     3qdqA/2_0_0            5.3       14.1       0.28        119        11%
b1770_b3884 :1 b1770 b3884 :2 1     b1770           b3884           3bxeA/1_0_0     3bxeA/1_1_1            5.1       12.6       0.37         59        10%
b1770_b4191 :1 b1770 b4191 :2 1     b1770           b4191           3rrlB/1_0_1     3rrlB/1_1_2            5.2       12.6       0.41         89         8%
b1770_b4300 :1 b1770 b4300 :2 1     b1770           b4300           3bxeA/1_0_0     3bxeA/1_1_1            5.0       12.3       0.37         59        13%
b1774_b2931 :1 b1774 b2931 :2 1     b1774           b2931           8adhA/1_0_1     8adhA/1_0_0           14.7       41.2       0.59        174        18%
b1775_b2681 :1 b1775 b2681 :2 1     b1775           b2681           4apsA/1_0_0     4apsA/1_1_1            9.5       24.0       0.63        146        16%
b1775_b3523 :1 b1775 b3523 :2 1     b1775           b3523           4apsA/0_0_0     4apsA/0_1_1            9.9       25.1       0.66        149        15%
b1776_b2931 :1 b1776 b2931 :2 1     b1776           b2931           1vj0A/1_0_0     1vj0A/1_1_2           15.2       42.3       0.62        187        20%
b1791_b2681 :1 b1791 b2681 :2 1     b1791           b2681           4apsA/1_0_0     4apsA/1_1_1            9.7       24.9       0.63        147        15%
b1791_b3523 :1 b1791 b3523 :2 1     b1791           b3523           4apsA/0_0_0     4apsA/0_1_1           10.0       25.5       0.66        150        14%
b1828_b2681 :1 b1828 b2681 :2 1     b1828           b2681           4apsA/1_0_0     4apsA/1_1_1            9.7       24.8       0.63        147        19%
b1828_b3523 :1 b1828 b3523 :2 1     b1828           b3523           4apsA/0_0_0     4apsA/0_1_1           10.0       25.3       0.66        150        18%
b1854_b2245 :1 b1854 b2245 :2 1     b1854           b2245           1zjhA/1_0_2     1zjhA/1_0_3            9.4       25.7       0.45        207        28%
b1872_b2540 :1 b1872 b2540 :2 1     b1872           b2540           1g8jA/1_0_0     1g8jA/1_1_1            9.4       25.4       0.47        151        13%
b1896_b2032 :1 b1896 b2032 :2 1     b1896           b2032           3t5tA/1_0_0     3t5tA/1_1_1           10.6       29.4       0.47        216        20%
b1896_b2044 :1 b1896 b2044 :2 1     b1896           b2044           1gz5A/1_0_0     1gz5A/1_1_3            9.2       24.0       0.55        144        60%
b1896_b2057 :1 b1896 b2057 :2 1     b1896           b2057           3qkwA/1_0_0     3qkwA/1_1_1            5.8       14.5       0.41        121         8%
b1896_b3429 :1 b1896 b3429 :2 1     b1896           b3429           3t5tA/1_0_0     3t5tA/1_1_1            8.3       21.6       0.51        219        20%
b1896_b3628 :1 b1896 b3628 :2 1     b1896           b3628           1gz5A/1_0_0     1gz5A/1_1_3            9.0       23.6       0.53        140        58%
b1896_b3631 :1 b1896 b3631 :2 1     b1896           b3631           2wtxA/2_0_0     2wtxA/2_1_1           10.0       26.3       0.57        145        58%
b1896_b3786 :1 b1896 b3786 :2 1     b1896           b3786           2wtxA/2_0_0     2wtxA/2_1_1           10.6       29.0       0.48        147        59%
b1914_b1969 :1 b1914 b1969 :2 1     b1914           b1969           1d5wA/0_0_0     1d5wA/0_1_1            7.6       17.6       0.67         85        11%
b1914_b2079 :1 b1914 b2079 :2 1     b1914           b2079           1d5wA/0_0_0     1d5wA/0_1_1            7.4       17.0       0.67         85        15%
b1914_b3025 :1 b1914 b3025 :2 1     b1914           b3025           2qsjA/1_0_0     2qsjA/1_1_1            6.7       14.4       0.69         88        32%
b1914_b3405 :1 b1914 b3405 :2 1     b1914           b3405           3q7rB/1_0_1     3q7rB/1_1_0            7.5       20.1       0.40         81         8%
b1914_b3912 :1 b1914 b3912 :2 1     b1914           b3912           1d5wA/0_0_0     1d5wA/0_1_1            7.4       17.2       0.65         86        16%
b1914_b4113 :1 b1914 b4113 :2 1     b1914           b4113           3q7rA/1_0_0     3q7rA/1_1_1            7.1       18.9       0.39         80         8%
b1914_b4398 :1 b1914 b4398 :2 1     b1914           b4398           1d5wA/0_0_0     1d5wA/0_1_1            7.5       17.4       0.67         85        22%
b1914_b4401 :1 b1914 b4401 :2 1     b1914           b4401           1d5wA/0_0_0     1d5wA/0_1_1            7.4       17.1       0.67         85        15%
b1917_b2616 :1 b1917 b2616 :2 1     b1917           b2616           2oukA/5_0_0     2oukA/5_1_1            6.2       14.6       0.53        101        42%
b1917_b3700 :1 b1917 b3700 :2 1     b1917           b3700           2awoA/1_0_0     2awoA/1_1_1            5.1       12.8       0.35        119        27%
b1917_b3974 :1 b1917 b3974 :2 1     b1917           b3974           1l2tA/2_0_2     1l2tA/2_1_1            6.1       16.0       0.37         91        24%
b1919_b4085 :1 b1919 b4085 :2 1     b1919           b4085           2zsjA/1_0_0     2zsjA/1_1_1            5.6       14.9       0.30        211        16%
b1920_b3268 :1 b1920 b3268 :2 1     b1920           b3268           3c34A/1_0_0     3c34A/1_1_1           10.8       27.3       0.74        155        18%
b1941_b2677 :1 b1941 b2677 :2 1     b1941           b2677           1cowA/1_0_0     1cowA/1_1_4            5.0       13.7       0.23        190        20%
b1941_b3454 :1 b1941 b3454 :2 1     b1941           b3454           1ohhA/1_0_0     1ohhA/1_1_3           10.8       31.7       0.28        211        20%
b1941_b3479 :1 b1941 b3479 :2 1     b1941           b3479           2jizD/1_0_2     2jizD/1_1_0            7.9       23.0       0.22        196        17%
b1941_b3540 :1 b1941 b3540 :2 1     b1941           b3540           2jj2A/1_0_0     2jj2A/1_1_5            5.3       14.7       0.24        196        17%
b1941_b4106 :1 b1941 b4106 :2 1     b1941           b4106           3gqbA/1_0_0     3gqbA/1_1_1            5.8       15.7       0.28        190        25%
b1951_b1969 :1 b1951 b1969 :2 1     b1951           b1969           3q7sB/0_0_1     3q7sB/0_1_0            7.0       18.3       0.40         80        13%
b1951_b3405 :1 b1951 b3405 :2 1     b1951           b3405           3q7sB/0_0_1     3q7sB/0_1_0            7.0       18.4       0.40         80        12%
b1968_b2218 :1 b1968 b2218 :2 1     b1968           b2218           2e0aA/1_0_0     2e0aA/1_1_1           11.2       27.3       0.84        125        20%
b1968_b4112 :1 b1968 b4112 :2 1     b1968           b4112           2e0aA/1_0_0     2e0aA/1_1_1           10.7       26.0       0.84        124        16%
b1969_b3512 :1 b1969 b3512 :2 1     b1969           b3512           1d5wA/0_0_0     1d5wA/0_1_1            6.1       14.7       0.48         81         8%
b1969_b3520 :1 b1969 b3520 :2 1     b1969           b3520           3hv2B/1_0_1     3hv2B/1_1_0            5.6       13.9       0.40         80         7%
b1969_b3669 :1 b1969 b3669 :2 1     b1969           b3669           3q7sB/1_0_1     3q7sB/1_1_0            7.4       19.9       0.40         80         8%
b1969_b4365 :1 b1969 b4365 :2 1     b1969           b4365           1d5wA/0_0_0     1d5wA/0_1_1            7.6       17.5       0.67         85         7%
b1969_b4366 :1 b1969 b4366 :2 1     b1969           b4366           3q7sA/0_0_0     3q7sA/0_1_1            7.2       18.9       0.40         80         8%
b1981_b2681 :1 b1981 b2681 :2 1     b1981           b2681           4apsA/1_0_0     4apsA/1_1_1            9.4       23.9       0.63        145        15%
b1981_b3523 :1 b1981 b3523 :2 1     b1981           b3523           4apsA/0_0_0     4apsA/0_1_1            9.7       24.6       0.66        148        14%
b2000_b2190 :1 b2000 b2190 :2 1     b2000           b2190           3aehA/0_0_0     3aehA/0_1_1           15.2       39.0       0.97        170        15%
b2000_b2233 :1 b2000 b2233 :2 1     b2000           b2233           3aehA/0_0_0     3aehA/0_1_1           15.0       38.3       0.96        169        13%
b2000_b2647 :1 b2000 b2647 :2 1     b2000           b2647           3aehA/0_0_0     3aehA/0_1_1           15.3       39.1       0.97        170        14%
b2021_b2551 :1 b2021 b2551 :2 1     b2021           b2551           1gc4A/1_0_0     1gc4A/1_1_1           19.7       56.7       0.64        241        19%
b2023_b4013 :1 b2023 b4013 :2 1     b2023           b4013           1o1yA/3_0_0     1o1yA/3_0_1            6.4       14.5       0.59         84        11%
b2028_b3125 :1 b2028 b3125 :2 1     b2028           b3125           4gbjA/1_0_1     4gbjA/1_1_0           19.6       55.8       0.70        217        21%
b2032_b2034 :1 b2032 b2034 :2 1     b2032           b2034           3ot5A/5_0_0     3ot5A/5_1_1            9.1       24.2       0.51        132         8%
b2055_b3615 :1 b2055 b3615 :2 1     b2055           b3615           2z86A/1_0_0     2z86A/1_1_1            8.1       19.7       0.62        114        26%
b2059_b3615 :1 b2059 b3615 :2 1     b2059           b3615           1kwsA/1_0_0     1kwsA/1_1_1            8.9       23.9       0.46        140         9%
b2077_b2681 :1 b2077 b2681 :2 1     b2077           b2681           4apsA/1_0_0     4apsA/1_1_1            9.9       25.3       0.63        149        14%
b2077_b3523 :1 b2077 b3523 :2 1     b2077           b3523           4apsA/0_0_0     4apsA/0_1_1           10.3       26.3       0.66        152        13%
b2079_b3669 :1 b2079 b3669 :2 1     b2079           b3669           1d5wA/0_0_0     1d5wA/0_1_1            7.5       17.2       0.67         85        18%
b2087_b2221 :1 b2087 b2221 :2 1     b2087           b2221           3cdkB/1_0_1     3cdkB/1_1_0           14.9       40.0       0.78        177        30%
b2087_b2222 :1 b2087 b2222 :2 1     b2087           b2222           3rrlB/1_0_1     3rrlB/1_1_0            9.7       26.9       0.40        136        10%
b2087_b2707 :1 b2087 b2707 :2 1     b2087           b2707           3ecsA/1_0_0     3ecsA/1_1_1            5.9       15.5       0.33        109         6%
b2087_b2805 :1 b2087 b2805 :2 1     b2087           b2805           3cdkA/1_0_0     3cdkA/1_1_3            5.7       13.8       0.45         89        11%
b2087_b2920 :1 b2087 b2920 :2 1     b2087           b2920           2nvvA/1_0_0     2nvvA/1_1_1            8.6       24.7       0.28        200        47%
b2087_b3131 :1 b2087 b3131 :2 1     b2087           b3131           3cdkA/1_0_0     3cdkA/1_1_3            5.7       13.8       0.45         89        12%
b2087_b3884 :1 b2087 b3884 :2 1     b2087           b3884           2yvkA/1_0_0     2yvkA/1_1_1            5.7       15.6       0.27        117        13%
b2087_b4191 :1 b2087 b4191 :2 1     b2087           b4191           1w2wB/1_0_1     1w2wB/1_1_2            6.1       17.0       0.25        111         8%
b2087_b4300 :1 b2087 b4300 :2 1     b2087           b4300           3cdkA/1_0_0     3cdkA/1_1_3            5.7       13.9       0.45         89        10%
